no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets_Sum
3,1,0,7900000,27000000,6,601,1,64600000
3,1,1,7700000,23100000,8,807,1,40100000
2,0,0,4400000,16500000,16,879,1,31000000
1,0,0,3100000,11200000,18,665,1,21900000
5,0,1,2600000,9300000,16,697,1,17700000
4,1,0,5500000,21700000,14,867,1,32000000
1,1,0,5700000,15500000,8,544,0,47100000
5,1,0,6100000,20700000,20,482,0,34200000
2,1,0,8200000,22500000,18,857,1,64500000
1,1,0,6000000,21200000,12,549,0,49200000
1,1,1,8000000,30600000,10,720,1,66800000
4,0,0,2000000,4800000,8,302,0,8900000
5,1,1,1300000,2900000,12,669,1,7800000
1,1,0,7000000,27100000,6,591,1,45300000
3,1,0,4100000,15300000,6,440,0,22800000
3,1,0,8000000,26200000,16,890,1,49100000
4,0,0,8100000,28000000,8,663,1,51600000
4,1,1,9500000,22600000,14,433,0,47400000
0,1,0,9200000,22500000,10,317,0,70800000
2,1,0,3900000,14700000,16,360,0,14000000
1,1,0,9100000,26200000,8,727,1,64600000
3,1,1,3000000,8300000,4,685,1,23400000
4,1,0,2000000,4300000,8,373,0,14600000
5,1,0,6300000,14600000,8,469,0,51700000
3,0,1,4100000,10900000,8,548,0,31500000
0,0,0,9800000,29400000,20,618,1,57900000
2,1,0,5200000,15400000,8,658,1,24700000
3,1,0,7600000,28700000,18,781,1,71300000
3,0,0,9200000,35500000,2,715,1,54400000
5,0,0,2200000,8100000,4,409,0,7600000
2,0,1,8300000,20600000,10,504,0,40900000
3,1,1,6100000,21600000,16,428,0,31300000
2,1,0,4500000,16600000,20,704,1,29900000
3,0,0,6600000,18800000,12,834,1,46600000
4,0,0,8900000,34900000,14,694,1,47900000
4,1,1,3900000,13300000,20,453,0,27300000
3,1,1,8900000,35400000,14,404,0,62300000
5,0,0,6400000,22300000,12,776,1,39500000
1,0,1,9500000,28700000,16,526,0,67900000
3,1,1,300000,1000000,8,641,1,2200000
5,0,0,4100000,12300000,6,582,1,34600000
2,1,0,8100000,20800000,18,778,1,46900000
4,1,0,9900000,28400000,10,763,1,78000000
0,0,0,4800000,19000000,12,650,1,28400000
0,1,1,2900000,9700000,2,820,1,21300000
1,0,1,3500000,13500000,12,824,1,28000000
1,0,1,4900000,12600000,4,718,1,34700000
2,0,1,5100000,13300000,14,313,0,35700000
5,1,0,7300000,26200000,10,751,1,50700000
0,1,1,200000,300000,18,520,0,1100000
2,1,0,1400000,4700000,4,355,1,8500000
3,1,1,8700000,33600000,14,314,0,45600000
1,0,1,2800000,5900000,20,728,1,15900000
3,1,1,9100000,30100000,14,564,1,64800000
0,0,1,6800000,15300000,14,699,1,44700000
0,0,1,5000000,17000000,6,624,1,34200000
0,1,1,4400000,16800000,14,795,1,33400000
5,0,1,8400000,18600000,20,703,1,47900000
4,1,0,7800000,17300000,4,394,0,48200000
4,1,1,4800000,9900000,14,779,1,36000000
1,1,0,3200000,8800000,4,405,0,17700000
5,1,1,2300000,6700000,16,612,1,20800000
5,0,1,9200000,28100000,10,448,0,69500000
2,0,1,4700000,13700000,6,506,0,29400000
0,0,1,8000000,30400000,2,776,1,54900000
1,1,1,2600000,8600000,6,730,1,12800000
3,0,0,200000,800000,20,730,1,1000000
5,1,0,7300000,17200000,2,345,0,42600000
4,0,0,3300000,11800000,2,847,1,25300000
4,0,0,8300000,23300000,20,398,0,57000000
5,0,1,4100000,9600000,2,307,0,28200000
1,0,0,7300000,23700000,16,852,1,47300000
1,0,0,9300000,27500000,6,364,0,62100000
2,1,1,4300000,15200000,12,552,1,23000000
3,0,0,2600000,8100000,2,421,1,16000000
5,1,0,2900000,9800000,12,588,1,17900000
2,1,1,900000,3500000,6,763,1,5200000
3,0,1,4900000,17500000,20,823,1,40400000
0,1,0,7700000,24800000,10,642,1,59400000
1,1,0,4700000,16800000,12,647,1,32700000
5,0,0,3000000,8900000,20,886,1,17000000
4,0,0,9700000,26200000,4,518,0,62700000
0,1,1,6900000,26800000,20,515,0,38300000
2,0,1,3800000,12400000,8,340,0,16700000
3,0,1,600000,1700000,14,521,0,3300000
2,0,1,1200000,2900000,12,330,0,6400000
4,0,1,7800000,26800000,2,474,1,44100000
0,0,0,9000000,35100000,6,898,1,46500000
1,0,0,2800000,9100000,12,436,0,15500000
1,0,0,7800000,21300000,10,326,0,56500000
4,1,1,4700000,9500000,18,876,1,40500000
2,1,0,4600000,17500000,20,597,1,35700000
4,1,0,5100000,16100000,14,436,0,33900000
3,0,1,6100000,22800000,18,640,1,49700000
0,0,0,6000000,22900000,16,302,0,43500000
2,0,0,8400000,23200000,16,476,0,47900000
2,1,0,9300000,22000000,14,393,0,50400000
0,1,0,4200000,10300000,10,506,0,32200000
3,1,0,9600000,37800000,10,418,0,58400000
3,1,0,5600000,13400000,6,865,1,42900000
4,1,0,7800000,28600000,2,703,1,52900000
2,1,1,4500000,12600000,2,568,1,31500000
3,1,0,2400000,5900000,2,425,0,11500000
0,0,0,3900000,11300000,12,305,0,21800000
5,1,1,9600000,20600000,6,456,0,61600000
4,0,0,900000,2600000,2,602,1,5600000
3,1,1,1100000,3800000,20,814,1,7200000
4,0,0,6400000,24900000,2,640,1,40700000
2,1,0,4600000,15000000,4,817,1,29200000
4,1,0,7600000,29800000,20,361,0,40800000
5,0,0,6800000,20100000,14,839,1,25600000
5,1,0,7100000,27000000,20,592,1,42500000
4,0,1,6700000,24700000,6,498,0,40800000
5,0,1,5800000,12400000,6,847,1,35800000
0,1,1,8600000,29400000,16,643,1,60400000
0,1,1,3500000,10600000,4,389,1,24700000
2,1,1,4800000,17500000,20,381,0,27700000
5,1,1,6100000,14400000,16,400,0,41400000
5,1,1,5200000,12700000,16,718,1,37100000
5,0,1,4100000,12400000,8,309,0,25500000
5,0,0,3200000,7400000,2,838,1,18900000
3,0,1,7500000,21600000,14,678,1,52200000
2,0,1,1500000,4500000,14,826,1,11100000
4,1,1,1200000,3100000,16,348,0,8600000
1,1,1,8400000,19700000,6,476,0,85100000
0,0,1,7900000,26300000,8,666,1,44000000
1,1,1,2100000,4300000,20,896,1,12200000
2,1,0,2500000,7000000,20,547,0,9500000
2,0,1,3700000,13900000,2,405,1,23700000
5,1,0,1100000,4000000,16,498,0,3500000
5,1,0,6500000,24800000,8,779,1,41100000
0,0,1,8200000,31500000,8,403,0,45400000
2,0,0,5000000,12400000,8,709,1,35600000
1,0,0,1500000,6000000,6,507,0,12000000
5,0,0,3700000,9100000,18,368,0,17500000
3,1,1,4100000,14600000,16,760,1,29200000
2,0,0,7200000,16800000,6,796,1,36900000
1,1,0,2000000,5000000,6,876,1,10700000
3,0,0,2000000,4700000,14,673,1,11600000
1,1,1,5100000,11500000,4,747,1,35000000
1,0,0,6000000,13600000,12,589,1,29000000
1,1,0,4900000,18100000,8,382,0,31900000
3,0,1,900000,2300000,12,900,1,5700000
1,1,1,7500000,25000000,18,628,1,32100000
2,1,0,6400000,25000000,12,667,1,49900000
2,1,1,8700000,26400000,2,778,1,50000000
4,1,1,7300000,17200000,18,831,1,51000000
5,1,0,7400000,27100000,4,320,1,69000000
2,1,0,2700000,9300000,16,656,1,20200000
3,1,0,3400000,8900000,6,896,1,23400000
3,0,1,2100000,7400000,4,320,1,14500000
2,0,0,3100000,10500000,10,751,1,22000000
5,0,0,4700000,17400000,2,523,1,33700000
5,1,0,3100000,10500000,6,584,1,23600000
2,0,0,5700000,20400000,2,630,1,31600000
3,1,1,2300000,8000000,14,472,0,17200000
0,0,1,6600000,18500000,16,802,1,47200000
2,1,1,2700000,6400000,18,547,0,17600000
1,0,1,800000,2800000,16,726,1,7600000
1,1,0,6600000,18500000,8,712,1,37500000
3,1,0,3900000,10700000,6,790,1,27700000
5,0,0,200000,600000,16,396,0,700000
3,1,0,2000000,4200000,6,831,1,11100000
2,1,1,9100000,20900000,20,632,1,47800000
3,1,0,4700000,10800000,8,527,0,34800000
3,0,1,3200000,11100000,6,708,1,24200000
2,0,0,1700000,4200000,14,829,1,8000000
1,0,0,2600000,8100000,12,854,1,18400000
3,0,1,2700000,6700000,14,899,1,14600000
0,0,1,3600000,13400000,6,589,1,18800000
4,1,1,7200000,26000000,6,571,1,31500000
2,0,1,2500000,6400000,6,708,1,20500000
2,0,0,5500000,19600000,16,328,0,21800000
3,1,1,9200000,33500000,8,564,1,77200000
3,0,0,9000000,19000000,8,693,1,59600000
4,0,1,5900000,15000000,14,626,1,46800000
4,1,0,5600000,15600000,12,470,0,42200000
2,0,1,3200000,12500000,8,849,1,20500000
5,0,0,9100000,27800000,16,547,0,70200000
0,0,1,4600000,15100000,2,417,1,27900000
4,1,0,7300000,14900000,2,358,0,53600000
5,0,1,1300000,3100000,16,826,1,8400000
0,0,0,1800000,4200000,6,836,1,12000000
3,1,0,500000,1700000,10,509,0,2400000
2,0,1,5700000,20500000,20,581,1,42900000
4,1,0,300000,1100000,4,359,1,1300000
5,1,1,2100000,7100000,10,517,0,10900000
1,0,1,5700000,20100000,14,442,0,43400000
1,0,1,1100000,2700000,16,346,0,5200000
5,1,0,9300000,34000000,6,742,1,45800000
1,1,1,3500000,8100000,10,626,1,22700000
0,0,1,8200000,28800000,4,619,1,39400000
2,0,1,7500000,17900000,20,734,1,42500000
1,1,1,7000000,25600000,6,420,0,50600000
5,0,1,3900000,8300000,18,600,1,20500000
3,1,1,4700000,13200000,12,440,0,28200000
5,0,1,1700000,5200000,16,820,1,7900000
0,1,0,2500000,7800000,8,437,0,14900000
1,0,1,400000,1400000,12,468,0,2600000
0,0,1,2400000,9100000,8,368,0,11300000
4,1,0,5700000,21900000,2,871,1,25400000
1,1,0,9800000,37900000,4,816,1,68600000
5,1,0,9000000,32800000,4,773,1,45100000
3,0,0,800000,3000000,14,576,1,5500000
1,1,0,1600000,4500000,14,673,1,9600000
0,1,1,9800000,34100000,20,760,1,77900000
5,0,1,2900000,7500000,12,678,1,21000000
4,0,1,3900000,12000000,14,893,1,28800000
0,1,1,3300000,9000000,18,754,1,21600000
3,1,1,700000,2200000,8,617,1,5300000
3,0,1,8400000,29500000,20,661,1,57800000
1,1,1,4000000,12100000,12,356,0,33600000
0,0,1,1900000,6300000,16,811,1,8200000
0,0,0,3900000,14600000,2,730,1,33200000
5,0,0,7400000,18000000,2,792,1,39900000
5,0,1,5900000,16000000,6,798,1,36300000
2,0,0,1400000,2900000,12,490,0,9000000
2,1,1,1800000,5500000,6,448,0,10100000
0,1,1,1000000,3100000,6,525,0,7800000
1,1,0,7400000,19200000,20,415,0,43200000
5,1,0,2700000,10600000,16,496,0,15800000
1,0,1,3600000,13100000,8,543,0,15600000
5,1,0,7000000,18400000,12,520,0,37400000
4,0,1,5000000,18000000,14,307,0,27000000
2,1,0,1800000,5700000,14,502,0,8200000
2,1,1,4700000,12000000,6,505,0,27500000
2,0,1,6700000,23100000,4,304,1,55800000
5,0,0,5800000,17500000,10,719,1,23200000
0,1,1,5900000,22700000,18,855,1,38200000
4,0,0,6000000,15800000,18,593,1,31200000
1,0,1,700000,1400000,10,523,0,4300000
0,0,1,3700000,13100000,14,385,0,31500000
0,1,1,7100000,19300000,6,783,1,35500000
5,1,1,1100000,3900000,2,538,1,7600000
3,0,1,9500000,20100000,2,506,0,61300000
4,0,1,2200000,8600000,2,461,1,11200000
4,0,1,5500000,20000000,8,666,1,34400000
3,0,1,4400000,16300000,20,561,1,29500000
5,0,0,5000000,10800000,10,345,0,37700000
4,0,1,6100000,12500000,14,862,1,41500000
3,0,0,8100000,22300000,10,686,1,54500000
4,1,1,7000000,19600000,8,708,1,49000000
4,0,0,5600000,14800000,20,656,1,36900000
4,1,0,1800000,7000000,14,743,1,9600000
2,1,0,3600000,12100000,14,408,0,32700000
5,1,0,600000,1300000,14,408,0,3800000
1,1,1,4900000,16500000,12,439,0,26400000
3,1,1,3000000,7100000,6,415,0,19700000
0,0,1,3800000,10600000,12,490,0,27300000
1,1,1,7600000,30000000,16,884,1,44900000
4,1,0,7800000,25400000,18,425,0,54700000
0,1,0,6800000,21700000,20,730,1,41000000
4,1,1,5900000,17300000,20,657,1,24200000
2,0,0,4900000,16800000,10,480,0,26400000
3,0,1,1100000,3100000,16,356,0,6000000
1,0,1,9800000,36000000,12,629,1,73100000
1,1,1,1200000,4700000,2,667,1,6400000
0,0,0,4700000,11500000,18,559,1,28800000
4,1,0,6700000,16000000,4,791,1,38900000
0,0,1,3700000,11300000,6,538,0,22400000
2,1,0,7400000,16000000,20,358,0,53300000
2,0,0,3300000,11700000,14,439,0,20300000
2,1,1,4800000,15300000,12,503,0,23600000
4,1,1,4600000,11900000,6,810,1,42100000
1,1,1,8000000,30600000,14,302,0,56500000
0,0,0,4100000,8800000,18,300,0,29400000
4,0,0,2600000,7200000,16,612,1,9500000
3,0,0,1300000,5000000,6,686,1,9700000
0,1,1,2300000,4900000,12,409,0,13600000
5,1,0,300000,900000,6,492,0,2200000
0,1,1,7000000,21700000,20,498,0,30700000
3,0,1,4400000,10900000,18,611,1,26700000
5,0,1,5100000,11800000,6,776,1,22900000
1,0,0,5900000,13000000,6,779,1,42100000
3,1,1,7800000,27200000,16,560,1,42100000
4,1,1,2200000,5100000,6,308,0,15500000
4,0,0,5400000,12600000,18,786,1,30400000
1,0,0,7400000,29100000,8,597,1,40200000
4,1,0,5800000,12000000,12,811,1,35500000
1,1,1,5800000,13000000,12,862,1,35600000
3,0,1,4800000,14200000,12,369,0,20400000
1,0,1,7400000,23900000,4,687,1,63400000
0,0,1,9600000,19600000,12,500,0,70700000
2,0,1,200000,500000,6,746,1,900000
4,0,0,700000,2100000,14,619,1,6000000
2,0,0,7600000,16700000,20,692,1,52000000
1,0,1,1400000,3300000,18,321,0,6100000
2,0,1,3800000,15000000,14,730,1,28000000
3,0,0,2700000,10800000,6,480,0,18200000
2,0,1,5000000,10700000,2,753,1,38800000
4,1,1,9000000,28900000,6,637,1,50300000
3,1,0,3700000,9000000,6,483,0,23200000
4,0,1,300000,1100000,4,315,1,1800000
4,1,0,1800000,4100000,8,777,1,10200000
2,1,0,7900000,17700000,4,402,0,66700000
4,1,1,2100000,7700000,8,493,0,10400000
0,1,1,900000,3100000,4,355,1,5300000
3,1,0,9900000,23600000,18,557,1,59000000
0,0,1,5600000,20000000,20,606,1,35200000
1,0,1,6000000,12200000,16,743,1,34900000
5,0,0,5700000,18400000,4,579,1,38900000
0,1,1,9000000,33100000,20,734,1,44300000
0,1,0,7300000,16100000,2,490,0,41500000
5,1,0,5300000,20500000,16,802,1,43500000
1,0,1,3500000,7400000,16,867,1,18700000
0,0,0,1000000,2200000,12,302,0,7700000
0,0,0,5100000,19900000,12,867,1,32900000
0,1,1,2900000,9900000,8,312,0,21200000
3,0,0,7600000,19100000,14,762,1,60600000
5,0,1,6000000,14700000,18,462,0,42400000
1,1,0,6300000,18200000,18,849,1,30800000
3,0,0,1900000,7400000,18,592,1,13100000
4,1,0,600000,1400000,4,507,0,2600000
2,0,1,4100000,11400000,14,505,0,31200000
0,0,1,800000,3200000,8,467,0,5200000
2,0,0,6600000,22900000,16,543,0,48300000
4,1,1,300000,1100000,12,674,1,1600000
3,1,0,6100000,13500000,2,717,1,39400000
5,0,1,4800000,17000000,10,666,1,27500000
4,0,0,4500000,17300000,18,830,1,18900000
2,1,0,3800000,9400000,16,383,0,20300000
2,1,1,7000000,18900000,8,584,1,52200000
2,0,0,4400000,14200000,18,799,1,27300000
5,1,0,5300000,19400000,6,510,0,39000000
0,0,1,2600000,5900000,6,572,1,20000000
3,0,0,3300000,13100000,2,554,1,19000000
1,0,1,1200000,4800000,6,344,0,9100000
3,1,0,4300000,8600000,8,881,1,34800000
0,0,1,8400000,27200000,10,514,0,36200000
0,1,0,600000,1800000,18,796,1,3400000
2,1,1,4700000,16200000,12,802,1,29200000
3,1,0,4200000,12500000,20,375,0,19700000
2,1,0,4300000,14700000,2,871,1,29700000
0,0,0,800000,2900000,2,439,1,4900000
0,0,1,9300000,32000000,8,438,0,78500000
5,0,0,6200000,13700000,2,468,0,35000000
3,1,1,3500000,10200000,12,645,1,28500000
2,1,1,3600000,9200000,18,700,1,20400000
5,1,1,9500000,36700000,16,348,0,48700000
5,1,1,600000,1400000,10,877,1,4500000
0,0,1,3800000,14900000,6,899,1,23600000
3,1,1,1400000,3500000,12,610,1,7000000
1,0,0,6300000,23900000,4,742,1,34700000
1,0,1,2800000,6600000,18,801,1,19700000
4,1,1,5400000,17100000,2,533,1,35800000
3,0,1,6300000,23900000,16,656,1,42300000
3,1,1,3900000,14300000,18,785,1,37300000
2,1,1,4200000,15700000,2,332,1,24000000
0,1,0,3100000,8100000,18,768,1,16000000
1,1,0,3400000,8600000,6,640,1,20900000
4,0,0,1500000,3100000,6,885,1,8600000
3,0,1,900000,2000000,18,772,1,7300000
4,1,1,7800000,25600000,4,665,1,38800000
1,0,1,3500000,10500000,20,454,0,22000000
1,0,0,8400000,32500000,14,698,1,56000000
4,0,1,6400000,21300000,20,332,0,36900000
1,0,0,9600000,28300000,6,536,0,61300000
5,0,1,2100000,6500000,10,796,1,15200000
2,0,1,6000000,19900000,8,486,0,46900000
0,0,1,8300000,16800000,18,422,0,53300000
1,0,1,5300000,18500000,6,501,0,36200000
1,0,1,9700000,23500000,4,666,1,55800000
3,0,1,8200000,16500000,18,371,0,46900000
5,1,0,3400000,6900000,14,312,0,16300000
5,1,0,2800000,11000000,12,753,1,21600000
0,0,1,2400000,5200000,16,740,1,17700000
1,1,0,8200000,24000000,4,366,0,61700000
4,0,0,4200000,11100000,8,526,0,33500000
4,1,1,5500000,14800000,10,354,0,48300000
5,0,1,2900000,6300000,6,719,1,19100000
5,0,0,6300000,20100000,12,774,1,49400000
5,0,1,9700000,29100000,18,732,1,60100000
1,0,0,6500000,16000000,6,862,1,35700000
5,0,0,4900000,10800000,18,613,1,27400000
5,1,1,6900000,16500000,6,447,0,25200000
4,0,1,1100000,3000000,4,730,1,5600000
2,0,1,7800000,29600000,14,568,1,42700000
2,1,1,8200000,23600000,6,495,0,66900000
5,0,1,6700000,23600000,14,854,1,33200000
3,1,1,7400000,15200000,10,548,0,53600000
1,0,0,1200000,2700000,14,779,1,5800000
0,0,0,9500000,24800000,2,564,1,65000000
5,0,1,4000000,8200000,2,571,1,25100000
0,0,1,8600000,32600000,8,778,1,80200000
4,1,1,9100000,28400000,12,808,1,66600000
0,0,1,7100000,18600000,20,770,1,60500000
0,0,0,9000000,28400000,4,612,1,47300000
3,1,1,1400000,2700000,14,819,1,8000000
1,1,0,8800000,20200000,6,627,1,69800000
3,0,1,5400000,14700000,4,359,0,43400000
1,1,0,6100000,19100000,6,341,0,30300000
1,1,0,1000000,3600000,4,570,1,7000000
3,1,1,7700000,18100000,20,736,1,61400000
1,1,1,6100000,12900000,2,302,0,39200000
2,0,1,7700000,21000000,12,420,0,58300000
4,1,1,4700000,12000000,2,416,0,33800000
2,1,1,9100000,34800000,20,836,1,72700000
0,1,1,5800000,12700000,12,528,0,42900000
4,0,0,8500000,24900000,2,405,0,35400000
2,1,1,9900000,33400000,14,783,1,63200000
4,0,1,2000000,4000000,10,636,1,7800000
1,0,1,5000000,16800000,6,711,1,33100000
1,1,1,3200000,11800000,16,848,1,18500000
1,0,1,8000000,27800000,8,804,1,48400000
0,0,1,1200000,2800000,14,892,1,8300000
2,0,1,5800000,22800000,14,696,1,37900000
1,1,0,2500000,7600000,20,888,1,19900000
1,0,1,600000,1400000,10,699,1,3000000
5,1,0,4900000,13000000,10,865,1,38200000
2,1,1,9400000,37300000,14,383,0,58500000
2,1,0,5300000,19300000,16,368,0,30400000
5,0,0,5100000,15800000,4,607,1,33300000
4,0,1,2900000,8900000,18,827,1,16600000
1,1,0,9100000,34000000,12,672,1,51700000
3,0,1,8800000,26700000,12,708,1,67800000
4,0,0,2600000,8800000,10,682,1,21100000
1,1,1,9700000,25500000,18,741,1,67800000
5,0,1,600000,1200000,8,343,0,3000000
0,1,1,4100000,11100000,16,785,1,25400000
1,0,1,8000000,28000000,20,830,1,71200000
2,1,0,8800000,26700000,16,696,1,59400000
1,1,0,200000,300000,12,697,1,1700000
0,1,1,3800000,11700000,2,351,1,22400000
3,1,0,6800000,21800000,10,556,1,50200000
0,1,0,8600000,31800000,2,895,1,63200000
2,1,1,2800000,8400000,10,534,0,25200000
0,1,0,8000000,29800000,12,736,1,55500000
2,1,1,2300000,5500000,16,629,1,16400000
4,1,1,7600000,16200000,20,657,1,45200000
2,1,0,2900000,11300000,12,839,1,16500000
4,0,0,7900000,25700000,18,589,1,39700000
2,0,0,1900000,4500000,6,805,1,12400000
3,0,1,4600000,13600000,20,729,1,33300000
1,0,0,2600000,7700000,6,399,0,20400000
2,0,0,2700000,6700000,8,413,0,19900000
5,1,1,6300000,13200000,16,321,0,33000000
0,1,1,2600000,7500000,2,853,1,19100000
4,0,1,7700000,23400000,6,400,0,38800000
0,1,1,7400000,16300000,16,630,1,58100000
3,1,1,7300000,21600000,20,557,1,41400000
1,1,0,2900000,7600000,2,358,0,13700000
3,1,1,6600000,16000000,10,510,0,25600000
2,1,1,2700000,9600000,14,554,1,18100000
3,1,1,8300000,27700000,4,596,1,64700000
0,1,0,4900000,18500000,8,659,1,30100000
4,1,1,7900000,30700000,10,322,0,60400000
5,1,1,8800000,21300000,14,852,1,52800000
5,0,0,4000000,14100000,18,653,1,24700000
4,1,1,3900000,9200000,12,737,1,22600000
3,1,1,7700000,18900000,2,583,1,38300000
1,1,1,3800000,10000000,16,873,1,22200000
5,1,0,8000000,27000000,20,595,1,44900000
5,1,1,3400000,11300000,20,871,1,22500000
5,1,1,5500000,18800000,12,603,1,30000000
0,0,0,7700000,29300000,14,801,1,46100000
5,1,0,4000000,9400000,4,723,1,14300000
5,0,1,5900000,22600000,18,630,1,29800000
0,0,1,2600000,9900000,20,368,0,12300000
3,1,0,6600000,22200000,12,759,1,38300000
0,0,1,1000000,3000000,18,382,0,7300000
4,0,1,800000,2800000,16,645,1,5200000
0,1,0,3200000,6300000,6,878,1,23600000
4,1,0,8400000,23400000,12,350,0,62000000
3,1,1,5800000,17600000,6,720,1,34500000
0,0,1,7300000,28100000,10,673,1,40100000
1,1,0,3900000,8000000,6,448,0,15800000
2,0,1,4600000,16000000,4,720,1,20500000
0,1,0,3600000,12300000,2,300,1,27900000
4,1,0,7500000,28700000,20,520,0,29000000
1,1,0,5200000,15000000,12,794,1,32000000
3,1,1,4400000,10000000,8,875,1,26900000
1,0,1,5100000,12900000,14,533,0,31700000
0,1,0,6000000,23600000,6,776,1,48700000
2,1,0,3800000,11400000,6,706,1,19900000
3,1,0,2800000,10900000,2,710,1,12200000
5,1,1,6500000,18300000,4,333,0,37200000
2,0,1,1600000,6400000,4,787,1,7900000
4,1,0,5500000,18600000,12,569,1,46700000
0,1,1,9600000,20100000,16,427,0,51400000
0,1,0,7000000,27800000,16,640,1,39400000
2,0,0,4000000,8100000,16,312,0,23800000
1,0,1,8100000,30900000,12,464,0,48800000
2,0,1,6600000,22800000,8,490,0,40500000
5,1,0,4100000,10200000,12,431,0,26400000
1,1,0,6600000,24800000,4,500,1,35500000
4,1,0,5100000,12200000,14,511,0,30400000
4,1,0,8200000,25200000,18,691,1,53700000
1,0,1,9500000,24400000,14,696,1,68000000
0,0,1,7600000,27600000,2,437,1,55600000
2,0,1,8400000,20800000,12,335,0,47600000
4,1,0,7600000,25100000,4,671,1,49500000
4,0,1,1400000,3700000,12,621,1,10900000
4,0,1,2700000,6800000,10,455,0,17400000
1,1,1,200000,500000,10,856,1,1400000
3,1,0,600000,2100000,16,892,1,4000000
4,1,0,5200000,12900000,16,819,1,31800000
0,0,1,5100000,11600000,10,308,0,27700000
4,1,1,9200000,18600000,2,889,1,74100000
5,0,0,6500000,23200000,18,713,1,28700000
0,1,0,8500000,21000000,6,665,1,52000000
4,0,0,2000000,6000000,12,837,1,11800000
4,0,1,7500000,18000000,20,395,0,46200000
0,1,1,7500000,28900000,10,632,1,67000000
2,0,0,2000000,4300000,16,497,0,13800000
3,1,1,1400000,2700000,14,694,1,9300000
1,0,1,1700000,5600000,2,882,1,14000000
2,1,1,5300000,14900000,6,504,0,32900000
4,0,0,8900000,30100000,2,747,1,64500000
3,1,0,9700000,35300000,4,462,1,61900000
5,1,0,9000000,25900000,4,538,0,61600000
2,0,1,8500000,30900000,6,664,1,42800000
1,0,0,3500000,10900000,4,524,1,31400000
1,0,0,500000,1400000,6,464,0,3500000
3,1,0,8900000,19100000,6,807,1,59100000
2,0,1,7800000,27200000,18,622,1,42700000
5,0,1,9800000,27800000,6,827,1,59600000
0,1,0,5200000,19000000,14,687,1,36200000
4,1,0,7400000,19400000,16,835,1,60600000
3,1,1,1200000,3300000,6,772,1,5900000
1,0,1,1000000,3200000,2,710,1,4500000
3,1,1,9500000,32500000,14,581,1,57800000
3,0,0,4500000,11700000,18,775,1,28700000
2,1,0,4900000,16000000,12,710,1,31500000
3,0,1,700000,2500000,8,321,0,5200000
0,1,0,9400000,28300000,20,761,1,78200000
3,0,1,8300000,31400000,6,674,0,25900000
4,1,1,5600000,13000000,4,899,1,37400000
5,0,1,4400000,12300000,8,567,1,22100000
3,1,0,2100000,5400000,8,771,1,16100000
1,0,1,4400000,10600000,4,360,0,34400000
0,0,0,6300000,19600000,6,425,0,45500000
4,1,0,9900000,30000000,18,496,0,61500000
3,0,0,700000,1600000,20,705,1,4500000
4,0,0,3600000,12400000,14,427,0,24500000
1,0,1,5600000,21000000,2,552,1,37700000
3,0,1,1000000,3700000,8,725,1,9600000
5,1,1,6400000,15600000,8,553,1,45500000
0,0,0,8900000,19100000,2,725,1,51100000
4,1,0,9900000,26100000,2,481,0,52400000
2,1,1,4000000,8600000,4,847,1,29600000
0,0,1,7300000,25700000,10,666,1,52100000
1,0,0,8100000,25400000,6,477,0,45300000
4,1,1,6800000,22100000,4,446,1,36400000
0,0,1,2600000,8200000,8,630,1,20400000
5,0,1,300000,1100000,20,613,1,1900000
2,1,1,2400000,7500000,4,851,1,11800000
0,0,0,6000000,20600000,12,339,0,39500000
4,1,1,3800000,11100000,16,857,1,35100000
0,1,1,7000000,22100000,14,467,0,48300000
0,1,1,5400000,12900000,16,355,0,39900000
1,0,0,6400000,16400000,6,428,0,56100000
5,0,1,7000000,24000000,14,450,0,41800000
2,0,1,2100000,4600000,4,348,0,14200000
4,0,1,4400000,15000000,12,459,0,20300000
0,0,0,8000000,31000000,8,847,1,49700000
2,0,1,3900000,8300000,18,523,0,13300000
0,1,0,4700000,15200000,10,786,1,31900000
0,1,0,6800000,21200000,14,300,0,35200000
0,0,1,1800000,6500000,12,728,1,11500000
3,0,1,8600000,32000000,4,497,1,38200000
1,0,1,3600000,13700000,10,548,0,25300000
1,1,1,6800000,22900000,6,576,1,31000000
3,1,1,1100000,4100000,20,863,1,6200000
4,1,1,4000000,8400000,8,717,1,28200000
1,1,0,2500000,5900000,12,668,1,18000000
2,1,0,5400000,17400000,10,335,0,29700000
5,0,0,6600000,13600000,4,861,1,40100000
4,0,0,6000000,14900000,2,321,0,39100000
0,1,1,2200000,8300000,10,585,1,11500000
1,1,0,8800000,18500000,10,704,1,55500000
0,0,1,4000000,10300000,4,819,1,30100000
4,0,1,3600000,12400000,18,494,0,17500000
5,1,1,8100000,22500000,2,808,1,33800000
3,0,1,5200000,11000000,12,830,1,37600000
5,1,0,1100000,2800000,14,473,0,5500000
2,1,0,7500000,29800000,4,392,1,32500000
5,0,0,7700000,20300000,12,806,1,63100000
0,0,0,5700000,21400000,8,340,0,26100000
3,1,1,5000000,13900000,8,555,1,41900000
5,0,0,500000,1200000,16,499,0,2900000
3,1,0,8900000,21300000,10,467,0,61900000
1,0,0,1700000,6600000,4,797,1,12100000
4,0,1,500000,1300000,18,762,1,3300000
